decision_state_id,dataset_id,machine_archetype,decision_severity,temporal_type,top_recommended_action,top_action_name,top_suitability_score,top_urgency_score,top_effectiveness_score,top_operational_risk,top_confidence,top_final_verdict,top_reasoning_summary,alternative_actions,candidate_ranking_order,num_candidates_evaluated,insufficient_information,uncertainty_explanation,llm_provider,llm_model,eval_latency_ms,evaluated_at
DS_IIOT_WATCH_84902,iiot_6g,iiot_machine,WATCH,time_series,ACT_MON_ENHANCED,ACT_MON_ENHANCED,90,75,85,10,0.9,RECOMMENDED,Elevated temperature delta and predictive score justify enhanced monitoring frequency.,"[""ACT_INSP_SUBSYSTEM""]",ACT_MON_ENHANCED > ACT_INSP_SUBSYSTEM > ACT_CORR_CALIBRATE > ACT_MON_CONTINUE,4,False,,gemini,gemini-3.5-flash-lite,0,2026-09-22T14:47:31.007716+00:00
DS_IIOT_WATCH_71275,iiot_6g,iiot_machine,WATCH,time_series,ACT_MON_ENHANCED,ACT_MON_ENHANCED,90,85,88,10,0.9,RECOMMENDED,Sharp temperature spike and rising trend demand immediate enhanced monitoring.,"[""ACT_INSP_SUBSYSTEM""]",ACT_MON_ENHANCED > ACT_INSP_SUBSYSTEM > ACT_CORR_CALIBRATE > ACT_MON_CONTINUE,4,False,,gemini,gemini-3.5-flash-lite,0,2026-09-22T14:47:31.007725+00:00
DS_IIOT_WATCH_88321,iiot_6g,iiot_machine,WATCH,time_series,ACT_MON_ENHANCED,ACT_MON_ENHANCED,90,75,85,10,0.9,RECOMMENDED,Elevated predictive maintenance score and thermal slope warrant enhanced monitoring frequency.,"[""ACT_INSP_SUBSYSTEM""]",ACT_MON_ENHANCED > ACT_INSP_SUBSYSTEM > ACT_CORR_CALIBRATE > ACT_MON_CONTINUE,4,False,,gemini,gemini-3.5-flash-lite,0,2026-09-22T14:47:31.007733+00:00
DS_IIOT_WATCH_46889,iiot_6g,iiot_machine,WATCH,time_series,ACT_MON_ENHANCED,ACT_MON_ENHANCED,85,60,80,10,0.9,RECOMMENDED,Elevated predictive maintenance score warrants heightened monitoring frequency without operational disruption.,"[""ACT_INSP_SUBSYSTEM""]",ACT_MON_ENHANCED > ACT_INSP_SUBSYSTEM > ACT_CORR_CALIBRATE > ACT_MON_CONTINUE,4,False,,gemini,gemini-3.5-flash-lite,0,2026-09-22T14:47:31.007742+00:00
DS_IIOT_WATCH_35996,iiot_6g,iiot_machine,WATCH,time_series,ACT_INSP_SUBSYSTEM,ACT_INSP_SUBSYSTEM,85,75,80,20,0.85,RECOMMENDED,Elevated predictive maintenance score requires targeted physical subsystem inspection to prevent failure.,"[""ACT_MON_ENHANCED""]",ACT_INSP_SUBSYSTEM > ACT_MON_ENHANCED > ACT_CORR_CALIBRATE > ACT_MON_CONTINUE,4,False,,gemini,gemini-3.5-flash-lite,0,2026-09-22T14:47:31.007750+00:00
DS_IIOT_WATCH_34196,iiot_6g,iiot_machine,WATCH,time_series,ACT_MON_ENHANCED,ACT_MON_ENHANCED,85,60,80,10,0.9,RECOMMENDED,Watch-tier severity and rising variance justify tighter monitoring frequency.,"[""ACT_INSP_SUBSYSTEM""]",ACT_MON_ENHANCED > ACT_INSP_SUBSYSTEM > ACT_CORR_CALIBRATE > ACT_MON_CONTINUE,4,False,,gemini,gemini-3.5-flash-lite,0,2026-09-22T14:47:31.007759+00:00
DS_IIOT_WATCH_99995,iiot_6g,iiot_machine,WATCH,time_series,ACT_MON_ENHANCED,ACT_MON_ENHANCED,90,75,85,10,0.9,RECOMMENDED,Elevated temperature trends require heightened monitoring frequency before triggering invasive actions.,"[""ACT_INSP_SUBSYSTEM""]",ACT_MON_ENHANCED > ACT_INSP_SUBSYSTEM > ACT_CORR_CALIBRATE > ACT_MON_CONTINUE,4,False,,gemini,gemini-3.5-flash-lite,0,2026-09-22T14:47:31.007768+00:00
DS_IIOT_WATCH_47539,iiot_6g,iiot_machine,WATCH,time_series,ACT_MON_ENHANCED,ACT_MON_ENHANCED,95,80,90,10,0.95,RECOMMENDED,Enhanced monitoring for early temperature deviation.,"[""ACT_MON_CONTINUE"", ""ACT_INSP_SUBSYSTEM"", ""ACT_CORR_CALIBRATE""]",ACT_MON_ENHANCED > ACT_MON_CONTINUE > ACT_INSP_SUBSYSTEM > ACT_CORR_CALIBRATE,4,False,,gemini,gemini-3.5-flash-lite,0,2026-09-22T14:47:31.007776+00:00
DS_IIOT_WATCH_41672,iiot_6g,iiot_machine,WATCH,time_series,ACT_MON_ENHANCED,ACT_MON_ENHANCED,85,70,80,10,0.9,RECOMMENDED,Enhanced monitoring handles watch-tier thermal and network variance safely.,"[""ACT_MON_CONTINUE""]",ACT_MON_ENHANCED > ACT_MON_CONTINUE > ACT_INSP_SUBSYSTEM > ACT_CORR_CALIBRATE,4,False,,gemini,gemini-3.5-flash-lite,0,2026-09-22T14:47:31.007785+00:00
DS_IIOT_WATCH_82140,iiot_6g,iiot_machine,WATCH,time_series,ACT_MON_ENHANCED,ACT_MON_ENHANCED,90,75,85,10,0.9,RECOMMENDED,Elevated temperature delta and watch-tier predictive score warrant enhanced monitoring frequency.,"[""ACT_INSP_SUBSYSTEM""]",ACT_MON_ENHANCED > ACT_INSP_SUBSYSTEM > ACT_CORR_CALIBRATE > ACT_MON_CONTINUE,4,False,,gemini,gemini-3.5-flash-lite,0,2026-09-22T14:47:31.007794+00:00
DS_IIOT_WATCH_65724,iiot_6g,iiot_machine,WATCH,time_series,ACT_MON_ENHANCED,ACT_MON_ENHANCED,85,60,80,10,0.9,RECOMMENDED,Elevated vibration and thermal variance warrant increased monitoring frequency to capture trends.,"[""ACT_INSP_SUBSYSTEM""]",ACT_MON_ENHANCED > ACT_INSP_SUBSYSTEM > ACT_CORR_CALIBRATE > ACT_MON_CONTINUE,4,False,,gemini,gemini-3.5-flash-lite,0,2026-09-22T14:47:31.007803+00:00
DS_IIOT_WATCH_43750,iiot_6g,iiot_machine,WATCH,time_series,ACT_MON_ENHANCED,ACT_MON_ENHANCED,85,60,80,10,0.9,RECOMMENDED,Increasing monitoring handles watch-tier variance effectively without production interruption.,"[""ACT_MON_CONTINUE""]",ACT_MON_ENHANCED > ACT_MON_CONTINUE > ACT_INSP_SUBSYSTEM > ACT_CORR_CALIBRATE,4,False,,gemini,gemini-3.5-flash-lite,0,2026-09-22T14:47:31.007812+00:00
DS_IIOT_WATCH_29458,iiot_6g,iiot_machine,WATCH,time_series,ACT_MON_ENHANCED,ACT_MON_ENHANCED,85,75,80,10,0.9,RECOMMENDED,Increases monitoring to track sharp surge in predictive maintenance degradation score safely.,"[""ACT_INSP_SUBSYSTEM""]",ACT_MON_ENHANCED > ACT_INSP_SUBSYSTEM > ACT_CORR_CALIBRATE > ACT_MON_CONTINUE,4,False,,gemini,gemini-3.5-flash-lite,0,2026-09-22T14:47:31.007822+00:00
DS_IIOT_WATCH_23704,iiot_6g,iiot_machine,WATCH,time_series,ACT_MON_ENHANCED,ACT_MON_ENHANCED,85,60,80,10,0.9,RECOMMENDED,Enhanced monitoring directly addresses watch-tier degradation without risking operational downtime.,"[""ACT_MON_CONTINUE""]",ACT_MON_ENHANCED > ACT_MON_CONTINUE > ACT_INSP_SUBSYSTEM > ACT_CORR_CALIBRATE,4,False,,gemini,gemini-3.5-flash-lite,0,2026-09-22T14:47:31.007830+00:00
DS_IIOT_WATCH_45847,iiot_6g,iiot_machine,WATCH,time_series,ACT_MON_ENHANCED,ACT_MON_ENHANCED,90,75,85,10,0.9,RECOMMENDED,Elevated predictive maintenance score and thermal slope warrant increased monitoring frequency.,"[""ACT_INSP_SUBSYSTEM""]",ACT_MON_ENHANCED > ACT_INSP_SUBSYSTEM > ACT_CORR_CALIBRATE > ACT_MON_CONTINUE,4,False,,gemini,gemini-3.5-flash-lite,0,2026-09-22T14:47:31.007839+00:00
DS_IIOT_WATCH_74495,iiot_6g,iiot_machine,WATCH,time_series,ACT_MON_ENHANCED,ACT_MON_ENHANCED,85,60,80,10,0.9,RECOMMENDED,Elevated predictive maintenance score warrants heightened monitoring to track component stability.,"[""ACT_INSP_SUBSYSTEM""]",ACT_MON_ENHANCED > ACT_INSP_SUBSYSTEM > ACT_CORR_CALIBRATE > ACT_MON_CONTINUE,4,False,,gemini,gemini-3.5-flash-lite,0,2026-09-22T14:47:31.007848+00:00
DS_IIOT_WATCH_2137,iiot_6g,iiot_machine,WATCH,time_series,ACT_MON_ENHANCED,ACT_MON_ENHANCED,92,85,90,10,0.95,RECOMMENDED,Sharp temperature spike and elevated predictive maintenance score warrant heightened monitoring.,"[""ACT_INSP_SUBSYSTEM""]",ACT_MON_ENHANCED > ACT_INSP_SUBSYSTEM > ACT_CORR_CALIBRATE > ACT_MON_CONTINUE,4,False,,gemini,gemini-3.5-flash-lite,0,2026-09-22T14:47:31.007856+00:00
DS_IIOT_WATCH_12154,iiot_6g,iiot_machine,WATCH,time_series,ACT_MON_ENHANCED,ACT_MON_ENHANCED,90,75,85,10,0.9,RECOMMENDED,Sharp temperature spike warrants increased monitoring frequency to track thermal behavior closely.,"[""ACT_INSP_SUBSYSTEM""]",ACT_MON_ENHANCED > ACT_INSP_SUBSYSTEM > ACT_CORR_CALIBRATE > ACT_MON_CONTINUE,4,False,,gemini,gemini-3.5-flash-lite,0,2026-09-22T14:47:31.007865+00:00
DS_ETCH_CRIT_429,metal_etch,etch_tool,CRITICAL,static_tabular,ACT_INSP_SUBSYSTEM,ACT_INSP_SUBSYSTEM,85,90,80,15,0.4,RECOMMENDED,Critical severity requires immediate targeted inspection before taking invasive shutdown actions.,"[""ACT_OP_DERATE_LOAD"", ""ACT_OP_CONTROLLED_SHUTDOWN""]",ACT_INSP_SUBSYSTEM > ACT_OP_DERATE_LOAD > ACT_OP_CONTROLLED_SHUTDOWN > ACT_REPL_OVERHAUL > ACT_MON_CONTINUE,5,True,"Telemetry consists solely of unmapped anonymous feature snapshots without historical trends or explicit engineering units, limiting precise root cause localization.",gemini,gemini-3.5-flash-lite,0,2026-09-22T14:47:31.007875+00:00
DS_ETCH_CRIT_1221,metal_etch,etch_tool,CRITICAL,static_tabular,ACT_OP_CONTROLLED_SHUTDOWN,ACT_OP_CONTROLLED_SHUTDOWN,95,95,90,20,0.4,RECOMMENDED,Critical severity tier mandates immediate isolation to prevent catastrophic failure.,"[""ACT_OP_DERATE_LOAD""]",ACT_OP_CONTROLLED_SHUTDOWN > ACT_OP_DERATE_LOAD > ACT_INSP_SUBSYSTEM > ACT_REPL_OVERHAUL > ACT_MON_CONTINUE,5,True,"Features are unmapped and anonymous; severity is distribution-calibrated without longitudinal trend, making specific physical failure mode identification impossible.",gemini,gemini-3.5-flash-lite,0,2026-09-22T14:47:31.007885+00:00
DS_ETCH_CRIT_9682,metal_etch,etch_tool,CRITICAL,static_tabular,ACT_INSP_SUBSYSTEM,ACT_INSP_SUBSYSTEM,85,90,80,15,0.6,RECOMMENDED,Targeted inspection diagnoses unmapped critical alerts without premature invasive intervention.,"[""ACT_OP_DERATE_LOAD"", ""ACT_OP_CONTROLLED_SHUTDOWN""]",ACT_INSP_SUBSYSTEM > ACT_OP_DERATE_LOAD > ACT_OP_CONTROLLED_SHUTDOWN > ACT_REPL_OVERHAUL > ACT_MON_CONTINUE,5,True,"All sensor features are unmapped/anonymous without engineering units, and only a static instantaneous snapshot is provided without historical trends.",gemini,gemini-3.5-flash-lite,0,2026-09-22T14:47:31.007895+00:00
DS_ETCH_CRIT_10572,metal_etch,etch_tool,CRITICAL,static_tabular,ACT_OP_CONTROLLED_SHUTDOWN,ACT_OP_CONTROLLED_SHUTDOWN,95,98,100,70,0.8,RECOMMENDED,Critical anomaly; immediate shutdown to prevent failure.,"[""ACT_REPL_OVERHAUL"", ""ACT_OP_DERATE_LOAD"", ""ACT_INSP_SUBSYSTEM""]",ACT_OP_CONTROLLED_SHUTDOWN > ACT_REPL_OVERHAUL > ACT_OP_DERATE_LOAD > ACT_INSP_SUBSYSTEM > ACT_MON_CONTINUE,5,False,,gemini,gemini-3.5-flash-lite,0,2026-09-22T14:47:31.007905+00:00
DS_ETCH_CRIT_4184,metal_etch,etch_tool,CRITICAL,static_tabular,ACT_OP_CONTROLLED_SHUTDOWN,ACT_OP_CONTROLLED_SHUTDOWN,95,100,100,85,0.7,RECOMMENDED,Critical anomaly; immediate shutdown to prevent catastrophic failure.,"[""ACT_REPL_OVERHAUL"", ""ACT_OP_DERATE_LOAD"", ""ACT_INSP_SUBSYSTEM""]",ACT_OP_CONTROLLED_SHUTDOWN > ACT_REPL_OVERHAUL > ACT_OP_DERATE_LOAD > ACT_INSP_SUBSYSTEM > ACT_MON_CONTINUE,5,False,,gemini,gemini-3.5-flash-lite,0,2026-09-22T14:47:31.007915+00:00
DS_ETCH_CRIT_5974,metal_etch,etch_tool,CRITICAL,static_tabular,ACT_OP_CONTROLLED_SHUTDOWN,ACT_OP_CONTROLLED_SHUTDOWN,95,100,100,85,0.7,RECOMMENDED,Critical anomaly; orderly shutdown prevents catastrophic failure.,"[""ACT_REPL_OVERHAUL"", ""ACT_OP_DERATE_LOAD"", ""ACT_INSP_SUBSYSTEM""]",ACT_OP_CONTROLLED_SHUTDOWN > ACT_REPL_OVERHAUL > ACT_OP_DERATE_LOAD > ACT_INSP_SUBSYSTEM > ACT_MON_CONTINUE,5,False,,gemini,gemini-3.5-flash-lite,0,2026-09-22T14:47:31.007925+00:00
DS_ETCH_CRIT_7614,metal_etch,etch_tool,CRITICAL,static_tabular,ACT_INSP_SUBSYSTEM,ACT_INSP_SUBSYSTEM,85,90,80,20,0.6,RECOMMENDED,Targeted inspection diagnoses the critical state safely before invasive overhauls.,"[""ACT_OP_CONTROLLED_SHUTDOWN"", ""ACT_OP_DERATE_LOAD""]",ACT_INSP_SUBSYSTEM > ACT_OP_CONTROLLED_SHUTDOWN > ACT_OP_DERATE_LOAD > ACT_REPL_OVERHAUL > ACT_MON_CONTINUE,5,True,"Telemetry consists of unmapped features and a single instantaneous snapshot without longitudinal trend statistics, limiting root cause certainty.",gemini,gemini-3.5-flash-lite,0,2026-09-22T14:47:31.007936+00:00
DS_ETCH_CRIT_6469,metal_etch,etch_tool,CRITICAL,static_tabular,ACT_OP_CONTROLLED_SHUTDOWN,ACT_OP_CONTROLLED_SHUTDOWN,95,100,100,85,0.7,RECOMMENDED,Critical anomaly; immediate shutdown to prevent catastrophic failure.,"[""ACT_REPL_OVERHAUL"", ""ACT_OP_DERATE_LOAD"", ""ACT_INSP_SUBSYSTEM""]",ACT_OP_CONTROLLED_SHUTDOWN > ACT_REPL_OVERHAUL > ACT_OP_DERATE_LOAD > ACT_INSP_SUBSYSTEM > ACT_MON_CONTINUE,5,False,,ollama,qwen2.5:7b,85495,2026-09-22T12:49:57.002292+00:00
DS_ETCH_CRIT_1114,metal_etch,etch_tool,CRITICAL,static_tabular,ACT_OP_CONTROLLED_SHUTDOWN,ACT_OP_CONTROLLED_SHUTDOWN,95,100,100,85,0.7,RECOMMENDED,Critical anomaly; immediate shutdown to prevent catastrophic failure.,"[""ACT_REPL_OVERHAUL"", ""ACT_OP_DERATE_LOAD"", ""ACT_INSP_SUBSYSTEM""]",ACT_OP_CONTROLLED_SHUTDOWN > ACT_REPL_OVERHAUL > ACT_OP_DERATE_LOAD > ACT_INSP_SUBSYSTEM > ACT_MON_CONTINUE,5,False,,ollama,qwen2.5:7b,83057,2026-09-22T12:47:45.313435+00:00
DS_ETCH_CRIT_1502,metal_etch,etch_tool,CRITICAL,static_tabular,ACT_OP_CONTROLLED_SHUTDOWN,ACT_OP_CONTROLLED_SHUTDOWN,95,98,100,70,0.6,RECOMMENDED,Critical anomaly; immediate shutdown to prevent catastrophic failure.,"[""ACT_REPL_OVERHAUL"", ""ACT_OP_DERATE_LOAD"", ""ACT_INSP_SUBSYSTEM""]",ACT_OP_CONTROLLED_SHUTDOWN > ACT_REPL_OVERHAUL > ACT_OP_DERATE_LOAD > ACT_INSP_SUBSYSTEM > ACT_MON_CONTINUE,5,False,,gemini,gemini-3.5-flash-lite,0,2026-09-22T14:47:31.007966+00:00
DS_ETCH_CRIT_9039,metal_etch,etch_tool,CRITICAL,static_tabular,ACT_OP_CONTROLLED_SHUTDOWN,ACT_OP_CONTROLLED_SHUTDOWN,95,98,100,70,0.6,RECOMMENDED,Critical anomaly; immediate shutdown to prevent failure.,"[""ACT_REPL_OVERHAUL"", ""ACT_OP_DERATE_LOAD"", ""ACT_INSP_SUBSYSTEM""]",ACT_OP_CONTROLLED_SHUTDOWN > ACT_REPL_OVERHAUL > ACT_OP_DERATE_LOAD > ACT_INSP_SUBSYSTEM > ACT_MON_CONTINUE,5,False,,ollama,qwen2.5:7b,78127,2026-09-22T12:51:16.622402+00:00
DS_ETCH_CRIT_6962,metal_etch,etch_tool,CRITICAL,static_tabular,ACT_OP_CONTROLLED_SHUTDOWN,ACT_OP_CONTROLLED_SHUTDOWN,95,100,100,80,0.7,RECOMMENDED,Critical anomaly; immediate shutdown to prevent failure.,"[""ACT_REPL_OVERHAUL"", ""ACT_OP_DERATE_LOAD"", ""ACT_INSP_SUBSYSTEM""]",ACT_OP_CONTROLLED_SHUTDOWN > ACT_REPL_OVERHAUL > ACT_OP_DERATE_LOAD > ACT_INSP_SUBSYSTEM > ACT_MON_CONTINUE,5,False,,gemini,gemini-3.5-flash-lite,0,2026-09-22T14:47:31.007985+00:00
DS_ETCH_CRIT_8708,metal_etch,etch_tool,CRITICAL,static_tabular,ACT_OP_CONTROLLED_SHUTDOWN,ACT_OP_CONTROLLED_SHUTDOWN,95,100,100,85,0.7,RECOMMENDED,Critical anomaly; immediate shutdown to prevent catastrophic failure.,"[""ACT_REPL_OVERHAUL"", ""ACT_OP_DERATE_LOAD"", ""ACT_INSP_SUBSYSTEM""]",ACT_OP_CONTROLLED_SHUTDOWN > ACT_REPL_OVERHAUL > ACT_OP_DERATE_LOAD > ACT_INSP_SUBSYSTEM > ACT_MON_CONTINUE,5,False,,gemini,gemini-3.5-flash-lite,0,2026-09-22T14:47:31.007998+00:00
DS_ETCH_CRIT_5076,metal_etch,etch_tool,CRITICAL,static_tabular,ACT_OP_CONTROLLED_SHUTDOWN,ACT_OP_CONTROLLED_SHUTDOWN,95,100,100,80,0.7,RECOMMENDED,Critical anomaly; immediate shutdown to prevent failure.,"[""ACT_REPL_OVERHAUL"", ""ACT_OP_DERATE_LOAD"", ""ACT_INSP_SUBSYSTEM""]",ACT_OP_CONTROLLED_SHUTDOWN > ACT_REPL_OVERHAUL > ACT_OP_DERATE_LOAD > ACT_INSP_SUBSYSTEM > ACT_MON_CONTINUE,5,False,,ollama,qwen2.5:7b,89518,2026-09-22T12:49:14.833733+00:00
DS_ETCH_CRIT_4175,metal_etch,etch_tool,CRITICAL,static_tabular,ACT_OP_CONTROLLED_SHUTDOWN,ACT_OP_CONTROLLED_SHUTDOWN,95,100,100,80,0.7,RECOMMENDED,Critical anomaly; immediate shutdown to prevent failure.,"[""ACT_REPL_OVERHAUL"", ""ACT_OP_DERATE_LOAD"", ""ACT_INSP_SUBSYSTEM""]",ACT_OP_CONTROLLED_SHUTDOWN > ACT_REPL_OVERHAUL > ACT_OP_DERATE_LOAD > ACT_INSP_SUBSYSTEM > ACT_MON_CONTINUE,5,False,,gemini,gemini-3.5-flash-lite,0,2026-09-22T14:47:31.008017+00:00
DS_ETCH_CRIT_4190,metal_etch,etch_tool,CRITICAL,static_tabular,ACT_OP_CONTROLLED_SHUTDOWN,ACT_OP_CONTROLLED_SHUTDOWN,95,100,100,80,0.7,RECOMMENDED,Critical anomaly; immediate shutdown to prevent failure.,"[""ACT_REPL_OVERHAUL"", ""ACT_OP_DERATE_LOAD"", ""ACT_INSP_SUBSYSTEM""]",ACT_OP_CONTROLLED_SHUTDOWN > ACT_REPL_OVERHAUL > ACT_OP_DERATE_LOAD > ACT_INSP_SUBSYSTEM > ACT_MON_CONTINUE,5,False,,gemini,gemini-3.5-flash-lite,0,2026-09-22T14:47:31.008026+00:00
DS_ETCH_CRIT_5447,metal_etch,etch_tool,CRITICAL,static_tabular,ACT_INSP_SUBSYSTEM,ACT_INSP_SUBSYSTEM,90,95,85,10,0.6,RECOMMENDED,Critical severity demands immediate targeted physical inspection before invasive interventions.,"[""ACT_OP_DERATE_LOAD"", ""ACT_OP_CONTROLLED_SHUTDOWN""]",ACT_INSP_SUBSYSTEM > ACT_OP_DERATE_LOAD > ACT_OP_CONTROLLED_SHUTDOWN > ACT_REPL_OVERHAUL > ACT_MON_CONTINUE,5,True,"Features are unmapped and anonymous without historical longitudinal trend data, limiting root-cause certainty.",gemini,gemini-3.5-flash-lite,0,2026-09-22T14:47:31.008035+00:00
DS_ETCH_CRIT_4861,metal_etch,etch_tool,CRITICAL,static_tabular,ACT_OP_CONTROLLED_SHUTDOWN,ACT_OP_CONTROLLED_SHUTDOWN,95,100,100,80,0.7,RECOMMENDED,Critical anomaly; immediate shutdown to prevent failure.,"[""ACT_REPL_OVERHAUL"", ""ACT_OP_DERATE_LOAD"", ""ACT_INSP_SUBSYSTEM""]",ACT_OP_CONTROLLED_SHUTDOWN > ACT_REPL_OVERHAUL > ACT_OP_DERATE_LOAD > ACT_INSP_SUBSYSTEM > ACT_MON_CONTINUE,5,False,,gemini,gemini-3.5-flash-lite,0,2026-09-22T14:47:31.008047+00:00
DS_ETCH_CRIT_5976,metal_etch,etch_tool,CRITICAL,static_tabular,ACT_OP_CONTROLLED_SHUTDOWN,ACT_OP_CONTROLLED_SHUTDOWN,95,100,100,80,0.7,RECOMMENDED,Critical anomaly; immediate shutdown to prevent failure.,"[""ACT_REPL_OVERHAUL"", ""ACT_OP_DERATE_LOAD"", ""ACT_INSP_SUBSYSTEM""]",ACT_OP_CONTROLLED_SHUTDOWN > ACT_REPL_OVERHAUL > ACT_OP_DERATE_LOAD > ACT_INSP_SUBSYSTEM > ACT_MON_CONTINUE,5,False,,gemini,gemini-3.5-flash-lite,0,2026-09-22T14:47:31.008056+00:00
DS_ETCH_CRIT_4312,metal_etch,etch_tool,CRITICAL,static_tabular,ACT_OP_CONTROLLED_SHUTDOWN,ACT_OP_CONTROLLED_SHUTDOWN,95,95,90,20,0.4,RECOMMENDED,Critical severity tier mandates immediate isolation to prevent catastrophic failure.,"[""ACT_OP_DERATE_LOAD""]",ACT_OP_CONTROLLED_SHUTDOWN > ACT_OP_DERATE_LOAD > ACT_INSP_SUBSYSTEM > ACT_REPL_OVERHAUL > ACT_MON_CONTINUE,5,True,"Features are unmapped and anonymous; specific physical cause of critical severity is unknown, limiting confidence in specific mitigation strategies beyond isolation.",gemini,gemini-3.5-flash-lite,0,2026-09-22T14:47:31.008065+00:00
DS_ETCH_CRIT_4985,metal_etch,etch_tool,CRITICAL,static_tabular,ACT_OP_CONTROLLED_SHUTDOWN,ACT_OP_CONTROLLED_SHUTDOWN,95,100,100,80,0.7,RECOMMENDED,Critical anomaly; immediate shutdown to prevent failure.,"[""ACT_REPL_OVERHAUL"", ""ACT_OP_DERATE_LOAD"", ""ACT_INSP_SUBSYSTEM""]",ACT_OP_CONTROLLED_SHUTDOWN > ACT_REPL_OVERHAUL > ACT_OP_DERATE_LOAD > ACT_INSP_SUBSYSTEM > ACT_MON_CONTINUE,5,False,,gemini,gemini-3.5-flash-lite,0,2026-09-22T14:47:31.008074+00:00
DS_ETCH_CRIT_914,metal_etch,etch_tool,CRITICAL,static_tabular,ACT_OP_CONTROLLED_SHUTDOWN,ACT_OP_CONTROLLED_SHUTDOWN,95,100,100,80,0.7,RECOMMENDED,Critical anomaly; immediate shutdown to prevent failure.,"[""ACT_REPL_OVERHAUL"", ""ACT_OP_DERATE_LOAD"", ""ACT_INSP_SUBSYSTEM""]",ACT_OP_CONTROLLED_SHUTDOWN > ACT_REPL_OVERHAUL > ACT_OP_DERATE_LOAD > ACT_INSP_SUBSYSTEM > ACT_MON_CONTINUE,5,False,,gemini,gemini-3.5-flash-lite,0,2026-09-22T14:47:31.008083+00:00
DS_ETCH_CRIT_4420,metal_etch,etch_tool,CRITICAL,static_tabular,ACT_OP_CONTROLLED_SHUTDOWN,ACT_OP_CONTROLLED_SHUTDOWN,85,95,90,20,0.4,RECOMMENDED,Critical severity mandates immediate isolation to prevent catastrophic failure despite unknown root cause.,"[""ACT_OP_DERATE_LOAD""]",ACT_OP_CONTROLLED_SHUTDOWN > ACT_OP_DERATE_LOAD > ACT_INSP_SUBSYSTEM > ACT_REPL_OVERHAUL > ACT_MON_CONTINUE,5,True,"Features are unmapped and lack engineering units; severity is distribution-calibrated without longitudinal trend, making specific root cause identification impossible.",gemini,gemini-3.5-flash-lite,0,2026-09-22T14:47:31.008093+00:00
DS_ETCH_CRIT_6775,metal_etch,etch_tool,CRITICAL,static_tabular,ACT_OP_CONTROLLED_SHUTDOWN,ACT_OP_CONTROLLED_SHUTDOWN,95,100,100,80,0.7,RECOMMENDED,Critical anomaly; immediate shutdown to prevent failure.,"[""ACT_REPL_OVERHAUL"", ""ACT_OP_DERATE_LOAD"", ""ACT_INSP_SUBSYSTEM""]",ACT_OP_CONTROLLED_SHUTDOWN > ACT_REPL_OVERHAUL > ACT_OP_DERATE_LOAD > ACT_INSP_SUBSYSTEM > ACT_MON_CONTINUE,5,False,,gemini,gemini-3.5-flash-lite,0,2026-09-22T14:47:31.008102+00:00
DS_ETCH_CRIT_117,metal_etch,etch_tool,CRITICAL,static_tabular,ACT_INSP_SUBSYSTEM,ACT_INSP_SUBSYSTEM,85,90,80,20,0.6,RECOMMENDED,Targeted inspection diagnoses anonymous critical anomalies safely before invasive intervention.,"[""ACT_OP_DERATE_LOAD"", ""ACT_OP_CONTROLLED_SHUTDOWN""]",ACT_INSP_SUBSYSTEM > ACT_OP_DERATE_LOAD > ACT_OP_CONTROLLED_SHUTDOWN > ACT_REPL_OVERHAUL > ACT_MON_CONTINUE,5,True,"Telemetry features are completely unmapped without engineering units or longitudinal trends, restricting confidence in root-cause isolation.",gemini,gemini-3.5-flash-lite,0,2026-09-22T14:47:31.008111+00:00
DS_ETCH_CRIT_3063,metal_etch,etch_tool,CRITICAL,static_tabular,ACT_OP_CONTROLLED_SHUTDOWN,ACT_OP_CONTROLLED_SHUTDOWN,85,95,90,40,0.4,RECOMMENDED,Critical severity tier mandates immediate isolation to prevent catastrophic failure despite unknown root cause.,"[""ACT_OP_DERATE_LOAD""]",ACT_OP_CONTROLLED_SHUTDOWN > ACT_OP_DERATE_LOAD > ACT_INSP_SUBSYSTEM > ACT_REPL_OVERHAUL > ACT_MON_CONTINUE,5,True,"Features are unmapped and lack engineering units; severity is distribution-calibrated without longitudinal trend, making specific root cause identification impossible.",groq,qwen/qwen3.8-27b,2270,2026-09-22T12:47:04.675883+00:00
DS_ETCH_CRIT_1971,metal_etch,etch_tool,CRITICAL,static_tabular,ACT_OP_CONTROLLED_SHUTDOWN,ACT_OP_CONTROLLED_SHUTDOWN,95,100,100,80,0.7,RECOMMENDED,Critical anomaly; immediate shutdown to prevent failure.,"[""ACT_REPL_OVERHAUL"", ""ACT_OP_DERATE_LOAD"", ""ACT_INSP_SUBSYSTEM""]",ACT_OP_CONTROLLED_SHUTDOWN > ACT_REPL_OVERHAUL > ACT_OP_DERATE_LOAD > ACT_INSP_SUBSYSTEM > ACT_MON_CONTINUE,5,False,,gemini,gemini-3.5-flash-lite,0,2026-09-22T14:47:31.008129+00:00
